,Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Rating
7257,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,220000.0,82.0,8.2,E
7258,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,220000.0,60.0,7.1,E10+
7260,Tropico 3,X360,2009,Strategy,Kalypso Media,220000.0,75.0,6.6,T
7262,Deadly Creatures,Wii,2009,Action,THQ,220000.0,72.0,8.8,T
7263,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,220000.0,62.0,7.3,T
7266,Dead Island,PC,2011,Action,Deep Silver,220000.0,80.0,6.8,M
7267,NFL 2K3,GC,2002,Sports,Sega,220000.0,92.0,8.3,E
7275,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,220000.0,61.0,6.0,M
7281,Britney's Dance Beat,GBA,2002,Misc,THQ,220000.0,53.0,7.4,E
7282,Shrek SuperSlam,GC,2005,Action,Activision,220000.0,70.0,7.8,E10+
7283,Full Auto,X360,2006,Shooter,Sega,220000.0,70.0,7.8,T
7285,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,220000.0,69.0,5.0,E
7287,Afrika,PS3,2008,Adventure,Unknown,220000.0,63.0,6.2,E10+
7294,Over G Fighters,X360,2006,Simulation,Ubisoft,210000.0,49.0,6.0,T
7297,Angry Birds Star Wars,PS4,2013,Strategy,Activision,210000.0,47.0,2.0,E
7298,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,210000.0,80.0,8.0,E
7301,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,210000.0,43.0,4.0,T
7302,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,210000.0,52.0,6.8,E
7306,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,210000.0,63.0,8.0,T
7307,NBA,PSP,2005,Sports,Sony Computer Entertainment,210000.0,57.0,6.9,E
7315,Disaster Report,PS2,2002,Action,Agetec,210000.0,66.0,8.0,T
7317,Armored Core V,X360,2012,Simulation,Namco Bandai Games,210000.0,68.0,7.2,T
7319,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,210000.0,82.0,8.2,E
7324,Rampage: Total Destruction,Wii,2006,Action,Midway Games,210000.0,46.0,5.6,E10+
7327,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,210000.0,76.0,8.6,T
7331,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,210000.0,61.0,6.5,E
7336,Conflict Zone,PS2,2002,Strategy,Ubisoft,210000.0,47.0,7.4,T
7338,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,210000.0,69.0,7.7,T
7339,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,210000.0,68.0,6.7,M
7340,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,210000.0,72.0,3.5,T
7341,BloodRayne,XB,2002,Shooter,Universal Interactive,210000.0,76.0,7.5,M
7345,NHL 2K6,XB,2005,Sports,Take-Two Interactive,210000.0,83.0,7.5,E10+
7346,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,210000.0,25.0,3.8,E
7347,Tenchu: Return From Darkness,XB,2004,Action,Activision,210000.0,70.0,7.0,M
7348,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,210000.0,60.0,8.6,T
7349,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,210000.0,65.0,7.1,M
7350,MVP Baseball,PSP,2005,Sports,Electronic Arts,210000.0,67.0,7.7,E
7353,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,210000.0,84.0,8.7,E
7359,Viewtiful Joe 2,PS2,2004,Action,Capcom,210000.0,85.0,7.7,T
7360,The BIGS 2,X360,2009,Sports,Take-Two Interactive,210000.0,76.0,6.2,E10+
7361,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,210000.0,84.0,7.2,M
7362,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,210000.0,63.0,5.2,E
7363,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,210000.0,71.0,6.4,M
7365,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,210000.0,92.0,8.8,E
7367,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,210000.0,73.0,7.5,E10+
7372,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,210000.0,68.0,7.6,T
7373,Madden NFL 07,DS,2006,Sports,Electronic Arts,210000.0,70.0,6.5,E
7374,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,210000.0,26.0,4.0,E
7377,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,210000.0,63.0,5.8,E
7378,Darkwatch,XB,2005,Shooter,Ubisoft,210000.0,75.0,8.1,M
7379,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,210000.0,74.0,8.1,T
7381,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,210000.0,83.0,7.8,T
7384,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,210000.0,74.0,5.9,M
7386,Summoner 2,PS2,2002,Role-Playing,THQ,210000.0,76.0,8.3,T
7390,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,210000.0,78.0,8.2,T
7393,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,210000.0,83.0,7.8,T
7394,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,210000.0,65.0,8.4,T
7402,World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,210000.0,77.0,8.6,E10+
7403,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,210000.0,72.0,8.4,M
7404,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,210000.0,79.0,7.0,E
7405,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,210000.0,60.0,6.4,E10+
7408,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,210000.0,83.0,8.4,M
7409,Cursed Mountain,Wii,2009,Adventure,Deep Silver,210000.0,67.0,7.6,M
7412,Age of Empires: Mythologies,DS,2008,Strategy,THQ,210000.0,78.0,6.9,E10+
7413,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,210000.0,63.0,8.0,E10+
7414,Bionicle,GC,2003,Action,Electronic Arts,210000.0,47.0,4.2,E
7416,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,210000.0,69.0,7.4,T
7418,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,210000.0,80.0,8.7,E
7422,Baja: Edge of Control,PS3,2008,Racing,THQ,210000.0,61.0,5.0,E
7423,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,210000.0,43.0,4.8,T
7426,UFC Undisputed 2010,PSP,2010,Fighting,THQ,210000.0,74.0,7.0,T
7427,World Series of Poker,PSP,2005,Misc,Activision,210000.0,37.0,6.4,E10+
7428,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,210000.0,67.0,7.3,E
7429,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,210000.0,81.0,8.9,M
7430,Unreal II: The Awakening,XB,2004,Shooter,Atari,210000.0,64.0,5.3,M
7431,Rumble Racing,PS2,2001,Racing,Electronic Arts,210000.0,85.0,8.2,E
7432,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,210000.0,69.0,4.1,E10+
7433,Vampire Rain,X360,2007,Action,Microsoft Game Studios,210000.0,38.0,2.9,M
7434,Batman Begins,XB,2005,Action,Electronic Arts,210000.0,65.0,7.1,T
7435,NBA Live 15,XOne,2014,Sports,Electronic Arts,210000.0,53.0,6.8,E
7440,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,210000.0,88.0,8.2,T
7441,NHL Hitz 20-02,GC,2001,Sports,Midway Games,210000.0,79.0,8.7,E
7442,Way of the Samurai 3,X360,2009,Action,Gamebridge,210000.0,55.0,6.8,M
7443,NCAA Football 2003,GC,2002,Sports,Electronic Arts,210000.0,91.0,8.1,E
7445,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,210000.0,71.0,7.6,M
7447,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,210000.0,74.0,7.9,T
7448,de Blob 2,PS3,2011,Platform,THQ,210000.0,74.0,7.1,E10+
7451,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,210000.0,64.0,7.9,T
7452,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,210000.0,76.0,8.0,E10+
7453,Project: Snowblind,PS2,2005,Action,Eidos Interactive,210000.0,78.0,8.3,T
7454,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,210000.0,40.0,4.7,T
7456,You Don't Know Jack,Wii,2011,Misc,THQ,210000.0,81.0,7.7,T
7457,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,210000.0,28.0,2.4,M
7458,Mega Man Legacy Collection,3DS,2016,Platform,Capcom,210000.0,77.0,7.1,E
7459,The Last Airbender,Wii,2010,Action,THQ,210000.0,53.0,6.6,T
7462,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,210000.0,67.0,7.1,E
7463,StokEd,X360,2009,Sports,Zushi Games,210000.0,68.0,8.6,T
7465,Evil Dead: Regeneration,PS2,2005,Action,THQ,210000.0,68.0,8.5,M
7467,Defiance,PC,2013,Shooter,Trion Worlds,210000.0,64.0,6.5,M
7468,NHL 2003,XB,2002,Sports,Electronic Arts,210000.0,80.0,7.9,E
7470,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,210000.0,78.0,7.4,E
7471,NHL 2K3,PS2,2002,Sports,Sega,210000.0,89.0,7.8,E
7475,You Don't Know Jack,X360,2011,Misc,THQ,210000.0,82.0,7.9,T
7479,Final Fight One,GBA,2001,Fighting,Ubisoft,210000.0,82.0,7.8,E
7480,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,210000.0,32.0,1.5,T
7481,MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,210000.0,79.0,6.6,E
7482,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,210000.0,68.0,8.5,E
7483,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,210000.0,54.0,5.5,E
7484,Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,210000.0,69.0,6.5,E
7486,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,210000.0,33.0,7.5,E
7489,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,210000.0,61.0,7.0,M
7493,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,210000.0,48.0,6.6,T
7494,X2: Wolverine's Revenge,XB,2003,Platform,Activision,210000.0,58.0,6.4,T
7495,Power Rangers: Wild Force,GBA,2002,Action,THQ,210000.0,55.0,6.9,E
7496,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,210000.0,70.0,7.8,M
7498,Lost Planet 3,PS3,2013,Shooter,Capcom,210000.0,61.0,5.5,T
7502,Beyblade G-Revolution,GBA,2004,Action,Atari,200000.0,40.0,7.8,E
7505,Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,200000.0,57.0,4.8,T
7506,Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,200000.0,72.0,7.4,M
7508,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,200000.0,73.0,7.4,M
7512,Anarchy Reigns,PS3,2012,Action,Sega,200000.0,71.0,8.2,M
7513,Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,200000.0,33.0,5.1,T
7517,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,200000.0,68.0,8.6,T
7518,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,200000.0,76.0,7.2,E
7519,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,200000.0,52.0,5.7,M
7520,EVE Online,PC,2003,Role-Playing,CCP,200000.0,69.0,7.5,T
7521,Phantasy Star Online,DC,2000,Role-Playing,Sega,200000.0,89.0,9.1,T
7522,Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,200000.0,69.0,8.5,T
7523,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,200000.0,87.0,5.3,E10+
7527,Thrillville,PSP,2006,Strategy,Atari,200000.0,72.0,2.8,E10+
7529,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,200000.0,74.0,7.4,M
7532,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,200000.0,67.0,8.5,T
7536,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,200000.0,51.0,5.3,E
7542,MLB SlugFest 20-03,XB,2002,Sports,Midway Games,200000.0,79.0,7.8,E
7544,The Con,PSP,2005,Fighting,Sony Computer Entertainment,200000.0,63.0,7.3,T
7545,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,200000.0,70.0,8.9,E
7547,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,200000.0,70.0,7.5,E
7550,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,200000.0,64.0,5.9,T
7551,Le Mans 24 Hours,PS2,2001,Racing,Infogrames,200000.0,75.0,7.6,E
7553,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,200000.0,53.0,7.5,T
7556,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,200000.0,57.0,6.2,E
7557,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,200000.0,82.0,9.2,E
7563,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,200000.0,72.0,7.2,E
7564,NBA 2K2,XB,2002,Sports,Sega,200000.0,90.0,7.6,E
7565,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,200000.0,67.0,7.6,T
7566,Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,200000.0,72.0,6.3,E
7572,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,200000.0,52.0,7.0,M
7573,Planet 51,Wii,2009,Action,Sega,200000.0,53.0,5.8,E
7574,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,200000.0,51.0,5.3,M
7576,FIFA 16,PC,2015,Sports,Electronic Arts,200000.0,81.0,4.4,E
7580,NBA Live 14,XOne,2013,Sports,Electronic Arts,200000.0,36.0,3.1,E
7581,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,200000.0,36.0,3.7,E10+
7583,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,200000.0,63.0,7.2,T
7584,Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,200000.0,73.0,7.3,T
7586,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,200000.0,87.0,8.2,T
7589,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,200000.0,70.0,8.6,E
7590,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,200000.0,57.0,4.8,E
7592,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,200000.0,65.0,7.3,E10+
7595,Warriors Orochi,PSP,2008,Action,Tecmo Koei,200000.0,62.0,6.6,T
7596,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,200000.0,82.0,9.0,E
7597,Monster Jam,X360,2007,Racing,Activision,200000.0,43.0,6.4,E
7598,Infinite Space,DS,2009,Role-Playing,Sega,200000.0,75.0,9.0,T
7600,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,200000.0,72.0,6.0,T
7612,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,200000.0,68.0,7.0,E
7613,Two Worlds II,PC,2011,Role-Playing,Unknown,200000.0,76.0,6.5,M
7614,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,200000.0,40.0,7.4,E
7616,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,200000.0,86.0,7.7,T
7617,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,200000.0,60.0,7.1,M
7618,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,200000.0,64.0,5.9,T
7619,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,200000.0,65.0,6.7,E10+
7627,Front Mission Evolved,X360,2010,Shooter,Square Enix,200000.0,58.0,6.1,T
7632,From Russia With Love,XB,2005,Action,Electronic Arts,200000.0,71.0,8.8,T
7636,Apache: Air Assault,PS3,2010,Simulation,Activision,200000.0,66.0,6.1,T
7640,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,200000.0,75.0,7.9,M
7643,Grandia II,DC,2000,Role-Playing,Ubisoft,200000.0,90.0,8.8,T
7645,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,200000.0,74.0,7.1,E
7650,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,200000.0,53.0,7.0,E10+
7651,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,200000.0,75.0,8.8,M
7652,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,200000.0,71.0,7.0,T
7653,Gladius,PS2,2003,Strategy,Activision,200000.0,78.0,8.0,T
7654,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,200000.0,63.0,7.0,T
7655,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,200000.0,76.0,8.2,T
7657,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,200000.0,66.0,8.3,E
7659,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,200000.0,77.0,8.1,E
7663,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,200000.0,49.0,6.4,T
7664,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,200000.0,71.0,6.8,T
7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,200000.0,50.0,5.6,M
7667,Afro Samurai,PS3,2009,Action,Atari,200000.0,65.0,6.1,M
7674,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,200000.0,58.0,5.1,M
7675,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,200000.0,59.0,7.5,M
7679,Baja: Edge of Control,X360,2008,Racing,THQ,200000.0,65.0,7.1,E
7680,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,200000.0,80.0,7.9,E
7683,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,200000.0,59.0,8.0,T
7685,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,200000.0,42.0,6.8,E
7686,The Thing,XB,2002,Adventure,Vivendi Games,200000.0,78.0,6.6,M
7689,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,200000.0,58.0,7.2,T
7692,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,200000.0,85.0,7.9,E10+
7693,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,200000.0,83.0,8.3,T
7694,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,200000.0,83.0,8.6,M
7698,Warriors Orochi,X360,2007,Action,Tecmo Koei,200000.0,53.0,7.4,T
7699,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,200000.0,47.0,8.8,M
7701,Arcana Heart 3,PS3,2011,Fighting,PQube,200000.0,73.0,7.5,T
7702,X-Men Origins: Wolverine,DS,2009,Action,Activision,200000.0,55.0,8.1,E10+
7703,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,200000.0,51.0,2.1,M
7704,Armored Core 4,PS3,2006,Simulation,505 Games,200000.0,65.0,6.8,T
7706,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,200000.0,76.0,7.9,E10+
7707,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,200000.0,57.0,4.0,E
7708,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,200000.0,70.0,8.2,T
7709,The Great Escape,PS2,2003,Action,SCi,200000.0,57.0,8.0,T
7711,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,200000.0,63.0,7.8,M
7714,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,190000.0,59.0,4.3,T
7715,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,190000.0,58.0,6.5,M
7717,The Hobbit,GBA,2003,Platform,Vivendi Games,190000.0,67.0,9.2,E
7718,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,190000.0,75.0,8.5,T
7719,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,190000.0,58.0,7.5,M
7723,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,190000.0,68.0,4.4,E
7724,Family Guy,PSP,2006,Action,Take-Two Interactive,190000.0,51.0,6.3,M
7726,Sniper Elite,PS2,2005,Shooter,Ubisoft,190000.0,76.0,8.9,M
7729,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,190000.0,70.0,7.4,E10+
7732,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,190000.0,81.0,8.8,E
7737,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,190000.0,65.0,2.4,E
7739,Conan,X360,2007,Action,THQ,190000.0,69.0,7.3,M
7746,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,190000.0,72.0,7.3,M
7749,Aliens vs Predator,PC,2010,Shooter,Sega,190000.0,68.0,7.4,M
7750,Captain America: Super Soldier,PS3,2011,Action,Sega,190000.0,61.0,7.3,T
7752,Manhunt,XB,2004,Action,Take-Two Interactive,190000.0,74.0,7.9,M
7753,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,190000.0,57.0,6.0,E
7754,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,190000.0,49.0,7.0,T
7756,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,190000.0,53.0,5.9,M
7758,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,190000.0,71.0,8.4,E10+
7764,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,190000.0,63.0,5.9,E10+
7765,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,190000.0,78.0,6.9,T
7768,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,190000.0,71.0,7.6,T
7772,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,190000.0,60.0,7.1,E10+
7774,Spore Hero Arena,DS,2009,Simulation,Electronic Arts,190000.0,49.0,2.6,E
7775,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,190000.0,50.0,8.9,E
7776,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,190000.0,69.0,6.9,T
7778,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,190000.0,52.0,4.9,M
7779,Mafia III,PC,2016,Action,Take-Two Interactive,190000.0,63.0,3.2,M
7783,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,190000.0,62.0,8.3,M
7785,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,190000.0,74.0,7.9,M
7786,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,190000.0,66.0,6.5,T
7790,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,190000.0,56.0,6.4,T
7791,Fighter Within,XOne,2013,Fighting,Ubisoft,190000.0,23.0,3.0,T
7792,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,190000.0,66.0,8.4,T
7793,Shrek: Forever After,PS3,2010,Platform,Activision,190000.0,57.0,4.5,E10+
7797,X-Men Origins: Wolverine,PSP,2009,Action,Activision,190000.0,60.0,7.5,T
7800,NHL Hitz Pro,PS2,2003,Sports,Midway Games,190000.0,79.0,8.9,E
7805,Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,190000.0,82.0,7.1,E
7806,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,190000.0,65.0,6.0,E10+
7807,Supreme Commander 2,PC,2010,Strategy,Square Enix,190000.0,77.0,6.2,E10+
7809,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,190000.0,43.0,5.3,M
7810,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,190000.0,81.0,8.5,E10+
7811,Guitar Hero Live,WiiU,2015,Misc,Activision,190000.0,84.0,6.1,T
7817,Frequency,PS2,2001,Misc,Sony Computer Entertainment,190000.0,83.0,9.0,E
7820,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,190000.0,63.0,7.5,T
7821,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,190000.0,79.0,9.0,E
7822,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,190000.0,64.0,6.0,E
7825,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,190000.0,72.0,8.4,M
7826,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,190000.0,74.0,8.1,T
7827,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,190000.0,69.0,5.6,M
7828,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,190000.0,64.0,7.8,T
7839,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,190000.0,85.0,8.6,M
7841,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,190000.0,49.0,4.6,T
7843,MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,190000.0,76.0,7.8,E
7848,NBA 2K11,PC,2010,Action,Take-Two Interactive,190000.0,82.0,8.6,E
7851,WWE All Stars,Wii,2011,Fighting,THQ,190000.0,68.0,7.0,T
7852,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,190000.0,61.0,4.4,T
7853,FaceBreaker,X360,2008,Fighting,Electronic Arts,190000.0,54.0,6.3,T
7855,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,190000.0,73.0,7.0,E10+
7856,Lunar Legend,GBA,2002,Role-Playing,Media Rings,190000.0,79.0,7.8,E
7857,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,190000.0,62.0,8.5,M
7858,Dante's Inferno,PSP,2010,Action,Electronic Arts,190000.0,70.0,8.1,M
7860,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,190000.0,82.0,7.9,T
7863,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,190000.0,70.0,8.4,T
7864,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,190000.0,61.0,7.3,T
7865,Hulk,GC,2003,Action,Universal Interactive,190000.0,71.0,7.4,T
7868,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,190000.0,68.0,8.5,T
7869,Gungrave,PS2,2002,Shooter,Activision,190000.0,65.0,8.6,M
7871,Transworld Surf,PS2,2002,Sports,Atari,190000.0,76.0,8.5,T
7872,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,190000.0,58.0,8.0,M
7873,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,190000.0,72.0,7.2,M
7874,Metro: Last Light,PC,2013,Action,Deep Silver,190000.0,82.0,8.6,M
7875,Evolve,PC,2015,Shooter,Take-Two Interactive,190000.0,77.0,4.3,M
7877,Resident Evil: Revelations,WiiU,2013,Action,Capcom,190000.0,80.0,7.5,M
