,Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Rating
7880,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,190000.0,67.0,7.3,E10+
7884,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,190000.0,62.0,7.6,T
7890,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,190000.0,67.0,8.8,E
7896,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,190000.0,79.0,7.5,T
7898,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,190000.0,80.0,7.3,T
7904,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,190000.0,68.0,8.0,M
7909,Risen,X360,2009,Role-Playing,Deep Silver,190000.0,60.0,6.4,M
7910,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,190000.0,72.0,7.6,E10+
7911,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,190000.0,55.0,6.8,T
7912,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,190000.0,78.0,7.5,E
7916,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,190000.0,82.0,7.4,M
7918,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,190000.0,67.0,8.5,T
7919,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,190000.0,61.0,6.5,T
7922,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,190000.0,51.0,3.1,M
7923,Binary Domain,X360,2012,Action,Sega,190000.0,74.0,8.0,M
7934,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,190000.0,67.0,7.3,E10+
7937,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,190000.0,59.0,5.6,T
7941,R-Type Final,PS2,2003,Shooter,Metro 3D,190000.0,79.0,9.1,E
7943,Bolt,PS3,2008,Adventure,Disney Interactive Studios,190000.0,59.0,6.8,E10+
7947,Sega GT 2002,XB,2002,Racing,Sega,190000.0,82.0,8.2,E
7948,F1 2011,PC,2011,Racing,Codemasters,190000.0,83.0,7.2,E
7950,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,190000.0,68.0,8.1,E10+
7952,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,190000.0,55.0,7.3,T
7953,Blood Omen 2,XB,2002,Action,Eidos Interactive,190000.0,76.0,9.0,M
7954,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,190000.0,68.0,8.2,T
7955,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,190000.0,74.0,5.3,E
7956,Saints Row IV,PC,2013,Action,Deep Silver,190000.0,86.0,7.4,M
7958,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,190000.0,69.0,7.5,E
7959,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,190000.0,74.0,7.0,T
7961,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,190000.0,44.0,7.0,M
7962,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,190000.0,79.0,8.5,T
7963,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,190000.0,63.0,4.4,T
7964,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,190000.0,55.0,4.2,E
7965,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,190000.0,81.0,6.8,E
7966,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,190000.0,62.0,6.3,E10+
7967,Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,190000.0,69.0,7.7,T
7969,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,190000.0,66.0,7.1,M
7971,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,190000.0,74.0,8.3,E10+
7972,Rango: The Video Game,PS3,2011,Action,Electronic Arts,190000.0,65.0,6.4,E10+
7973,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,190000.0,77.0,8.5,T
7975,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,190000.0,65.0,7.4,T
7976,Shadows of the Damned,X360,2011,Action,Electronic Arts,190000.0,76.0,8.4,M
7978,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,190000.0,80.0,8.9,T
7982,Fight Club,PS2,2004,Fighting,Vivendi Games,180000.0,36.0,4.4,M
7983,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,180000.0,64.0,6.4,T
7985,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,180000.0,51.0,7.5,T
7991,The Munchables,Wii,2009,Action,Namco Bandai Games,180000.0,71.0,8.2,E
7995,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,180000.0,69.0,7.8,T
7996,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,180000.0,73.0,8.6,T
7997,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,180000.0,72.0,8.9,T
8001,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,180000.0,68.0,8.5,E
8006,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,180000.0,39.0,3.3,T
8007,Siren,PS2,2003,Adventure,Sony Computer Entertainment,180000.0,72.0,7.8,M
8008,NARC,XB,2005,Shooter,Midway Games,180000.0,51.0,2.8,M
8009,Driver: San Francisco,PC,2011,Racing,Ubisoft,180000.0,80.0,7.0,T
8013,Shape Up,XOne,2014,Misc,Ubisoft,180000.0,58.0,8.3,E
8027,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,180000.0,86.0,8.8,T
8028,Disgaea DS,DS,2008,Role-Playing,Square Enix,180000.0,82.0,7.5,T
8029,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,180000.0,61.0,7.8,T
8030,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,180000.0,61.0,7.1,E
8033,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,180000.0,84.0,8.9,M
8036,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,180000.0,76.0,7.7,E10+
8038,Call of Duty: World at War,PC,2008,Shooter,Activision,180000.0,83.0,7.5,M
8039,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,180000.0,39.0,5.6,M
8044,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,180000.0,48.0,4.3,M
8049,Syndicate,X360,2012,Shooter,Electronic Arts,180000.0,74.0,7.1,M
8050,Zumba Fitness Rush,X360,2012,Sports,505 Games,180000.0,73.0,6.2,E10+
8051,Call of Juarez,X360,2007,Shooter,Ubisoft,180000.0,71.0,6.9,M
8053,Ghostbusters: The Video Game,PSP,2009,Action,Atari,180000.0,54.0,4.7,E10+
8054,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,180000.0,75.0,8.5,T
8056,MotoGP,Wii,2009,Racing,Capcom,180000.0,44.0,5.4,E
8057,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,180000.0,72.0,8.7,E10+
8058,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,180000.0,59.0,7.8,T
8060,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,180000.0,64.0,6.8,E10+
8063,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,180000.0,60.0,7.4,M
8064,The Last Airbender,DS,2010,Action,THQ,180000.0,69.0,7.0,E10+
8070,MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,180000.0,73.0,6.4,E
8072,Alone in the Dark,Wii,2008,Adventure,Atari,180000.0,39.0,4.4,M
8075,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,180000.0,34.0,7.0,E
8076,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,180000.0,64.0,8.3,E
8081,WWE All Stars,PSP,2011,Fighting,THQ,180000.0,70.0,6.6,T
8083,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,180000.0,35.0,5.9,M
8084,Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,180000.0,48.0,6.8,M
8085,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,180000.0,69.0,7.1,E
8086,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,180000.0,59.0,8.6,E
8088,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,180000.0,65.0,7.5,E10+
8089,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,180000.0,65.0,8.3,T
8092,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,180000.0,71.0,7.4,M
8094,GRID Autosport,PS3,2014,Racing,Codemasters,180000.0,75.0,6.8,E
8096,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,180000.0,84.0,7.8,E10+
8097,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,180000.0,60.0,9.1,T
8099,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,180000.0,56.0,7.5,T
8101,Shadow The Hedgehog,XB,2005,Platform,Sega,180000.0,49.0,5.5,E10+
8106,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,180000.0,57.0,8.1,E
8107,Van Helsing,XB,2007,Action,Activision,180000.0,63.0,7.6,T
8108,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,180000.0,71.0,5.1,E
8109,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,180000.0,51.0,5.3,E10+
8110,Pure Futbol,X360,2010,Sports,Ubisoft,180000.0,38.0,7.9,E
8111,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,180000.0,58.0,4.4,E10+
8113,Gun,GC,2005,Shooter,Activision,180000.0,77.0,8.6,M
8114,SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,180000.0,52.0,5.7,T
8120,Aliens: Colonial Marines,PC,2013,Shooter,Sega,180000.0,45.0,3.5,M
8121,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,180000.0,75.0,7.5,E
8123,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,180000.0,83.0,7.7,E
8125,Borderlands,PC,2009,Shooter,Take-Two Interactive,180000.0,81.0,7.8,M
8126,de Blob 2,Wii,2011,Platform,THQ,180000.0,79.0,8.1,E10+
8127,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,180000.0,76.0,8.3,M
8128,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,180000.0,67.0,6.8,T
8129,Remember Me,X360,2013,Action,Capcom,180000.0,70.0,7.5,M
8130,Brink,PC,2011,Shooter,Bethesda Softworks,180000.0,70.0,6.0,T
8131,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,180000.0,81.0,8.0,E
8137,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,180000.0,61.0,7.4,E
8140,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,180000.0,62.0,7.2,T
8144,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,180000.0,67.0,8.0,M
8145,Ball Breakers,PS,2000,Action,Take-Two Interactive,180000.0,68.0,5.3,E
8147,Splatterhouse,X360,2010,Action,Namco Bandai Games,180000.0,62.0,7.6,M
8148,EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,180000.0,73.0,8.0,E
8149,You Don't Know Jack,PS3,2011,Misc,THQ,180000.0,82.0,7.3,T
8153,Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,180000.0,39.0,3.2,E
8154,Armored Core: Last Raven,PS2,2005,Simulation,505 Games,180000.0,59.0,8.9,T
8155,Burnout Legends,DS,2005,Racing,Electronic Arts,180000.0,38.0,6.0,E
8157,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,180000.0,81.0,7.1,E
8161,K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,180000.0,67.0,9.0,T
8164,Juiced,XB,2005,Racing,THQ,180000.0,68.0,9.1,T
8165,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,180000.0,38.0,3.0,E10+
8168,DiRT Showdown,PS3,2012,Racing,Codemasters,180000.0,75.0,6.3,E10+
8174,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,180000.0,56.0,8.3,E
8175,UFC: Sudden Impact,PS2,2004,Fighting,Global Star,180000.0,54.0,7.7,T
8180,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,180000.0,67.0,7.6,T
8181,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,180000.0,81.0,6.9,E
8183,How to Train Your Dragon,PS3,2010,Action,Activision,180000.0,51.0,7.0,E10+
8186,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,180000.0,65.0,7.8,T
8189,NHL 2004,XB,2003,Sports,Electronic Arts,180000.0,85.0,6.5,E
8194,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,180000.0,56.0,7.1,M
8196,MindJack,PS3,2011,Shooter,Square Enix,180000.0,44.0,1.7,M
8199,NBA Live 16,PS4,2015,Sports,Electronic Arts,180000.0,59.0,6.1,E
8200,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,180000.0,58.0,7.8,T
8201,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,180000.0,38.0,5.6,M
8202,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,170000.0,91.0,7.1,T
8203,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,170000.0,75.0,8.0,M
8204,EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,170000.0,78.0,8.3,E
8207,Project Spark,XOne,2014,Misc,Microsoft Game Studios,170000.0,73.0,7.0,E10+
8208,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,170000.0,54.0,4.6,T
8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,170000.0,63.0,7.9,E
8218,Warriors of Might and Magic,PS2,2001,Adventure,3DO,170000.0,49.0,4.5,T
8219,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,170000.0,31.0,4.4,E
8222,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,170000.0,44.0,3.7,E10+
8225,Major League Baseball 2K9,PS3,2009,Sports,Spike,170000.0,61.0,4.0,E
8231,Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,170000.0,73.0,7.4,E
8233,Race Pro,X360,2009,Racing,Atari,170000.0,72.0,7.0,E
8235,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,170000.0,71.0,8.2,E
8240,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,170000.0,66.0,9.1,E
8241,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,170000.0,72.0,4.7,T
8242,The Hobbit,GC,2003,Platform,Vivendi Games,170000.0,61.0,7.3,E
8245,Skate it,DS,2008,Sports,Electronic Arts,170000.0,72.0,7.8,E
8247,True Crime: New York City,GC,2005,Action,Activision,170000.0,59.0,8.8,M
8248,Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,170000.0,82.0,8.7,T
8250,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,170000.0,74.0,7.6,T
8252,The Secret World,PC,2012,Role-Playing,Funcom,170000.0,74.0,8.2,M
8256,MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,170000.0,80.0,8.3,T
8258,NHL 2K9,X360,2008,Sports,Take-Two Interactive,170000.0,69.0,6.7,E10+
8260,Fight Night Round 2,GC,2005,Fighting,Electronic Arts,170000.0,87.0,7.9,T
8262,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,170000.0,73.0,8.5,E
8271,Stormrise,PS3,2009,Strategy,Sega,170000.0,51.0,5.3,M
8272,Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,170000.0,84.0,7.9,M
8273,X-Men: The Official Game,X360,2006,Action,Activision,170000.0,52.0,6.1,T
8274,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,170000.0,69.0,6.3,M
8278,Hitman: HD Trilogy,X360,2013,Action,Square Enix,170000.0,69.0,7.2,M
8280,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,170000.0,68.0,8.7,T
8285,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,170000.0,65.0,5.9,T
8286,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,170000.0,71.0,4.9,M
8290,PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,170000.0,53.0,6.1,E10+
8292,RoadKill,PS2,2003,Action,Midway Games,170000.0,71.0,7.9,M
8296,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,170000.0,64.0,5.0,E
8298,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,170000.0,56.0,5.6,T
8303,Top Spin 2,X360,2006,Sports,Take-Two Interactive,170000.0,75.0,6.8,E
8304,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,170000.0,72.0,8.6,M
8306,Captain America: Super Soldier,X360,2011,Action,Sega,170000.0,60.0,6.4,T
8309,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,170000.0,81.0,8.7,M
8310,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,170000.0,82.0,7.3,M
8312,MotoGP 10/11,PS3,2011,Racing,Capcom,170000.0,68.0,6.1,E
8313,NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,170000.0,79.0,7.4,E
8314,Batman Begins,GBA,2005,Action,Electronic Arts,170000.0,61.0,6.9,E10+
8315,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,170000.0,77.0,7.4,E
8319,Let's TAP,Wii,2008,Misc,Sega,170000.0,70.0,6.6,E
8325,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,170000.0,58.0,6.0,T
8326,Spawn: Armageddon,XB,2003,Action,Electronic Arts,170000.0,57.0,9.2,M
8332,Bee Movie Game,X360,2007,Action,Activision,170000.0,71.0,5.8,E
8339,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,170000.0,62.0,7.6,M
8340,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,170000.0,83.0,7.2,M
8342,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,170000.0,63.0,7.7,E
8345,FaceBreaker,PS3,2008,Fighting,Electronic Arts,170000.0,53.0,3.8,T
8346,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,170000.0,78.0,8.8,T
8350,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,170000.0,71.0,9.1,E
8351,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,170000.0,47.0,6.1,T
8353,MotoGP 09/10,X360,2010,Racing,Capcom,170000.0,69.0,5.7,E
8356,Catwoman,PS2,2004,Action,Electronic Arts,170000.0,46.0,6.9,T
8360,Monsters vs. Aliens,X360,2009,Action,Activision,170000.0,63.0,6.6,E10+
8361,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,170000.0,48.0,8.1,M
8362,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,170000.0,35.0,1.2,T
8363,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,170000.0,68.0,8.0,T
8366,Anarchy Reigns,X360,2012,Action,Sega,170000.0,73.0,7.9,M
8367,SSX On Tour,GC,2005,Sports,Electronic Arts,170000.0,80.0,7.5,E
8368,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,170000.0,58.0,6.5,T
8369,Fairytale Fights,X360,2009,Action,Playlogic Game Factory,170000.0,51.0,6.2,M
8370,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,170000.0,78.0,8.1,E10+
8373,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,170000.0,73.0,8.3,T
8375,Shrek Extra Large,GC,2002,Platform,TDK Mediactive,170000.0,36.0,5.6,T
8377,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,170000.0,56.0,6.0,E
8378,Gunvalkyrie,XB,2002,Shooter,Infogrames,170000.0,73.0,7.3,T
8383,State of Emergency,XB,2003,Action,Take-Two Interactive,170000.0,67.0,6.3,M
8386,Disney Golf,PS2,2002,Sports,Electronic Arts,170000.0,72.0,8.3,E
8388,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,170000.0,49.0,5.2,E10+
8389,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,170000.0,70.0,7.4,T
8390,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,170000.0,49.0,5.7,M
8394,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,170000.0,42.0,4.8,M
8395,Mega Man Network Transmission,GC,2003,Platform,Capcom,170000.0,65.0,7.6,E
8398,Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,170000.0,53.0,6.0,M
8402,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,170000.0,49.0,7.6,E
8403,G-Force,X360,2009,Action,Disney Interactive Studios,170000.0,68.0,7.0,E10+
8406,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,170000.0,50.0,5.0,M
8407,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,170000.0,54.0,8.9,T
8409,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,170000.0,42.0,5.0,T
8410,Lost Kingdoms,GC,2002,Role-Playing,Activision,170000.0,72.0,8.0,T
8412,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,170000.0,73.0,7.6,T
8415,The Cursed Crusade,PS3,2011,Action,DTP Entertainment,170000.0,45.0,5.0,M
8416,Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,170000.0,72.0,6.0,T
8417,Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,170000.0,57.0,6.0,M
8419,NHL 07,PSP,2006,Sports,Electronic Arts,170000.0,76.0,6.6,E10+
8421,Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,170000.0,72.0,7.9,M
8422,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,170000.0,57.0,7.3,E10+
8427,NASCAR '14,X360,2014,Racing,Deep Silver,170000.0,65.0,5.1,E
8430,Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,170000.0,61.0,6.7,T
8432,25 to Life,XB,2006,Shooter,Eidos Interactive,170000.0,41.0,7.2,M
8434,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,170000.0,40.0,4.2,T
8437,Sega Superstars,PS2,2004,Misc,Sega,170000.0,72.0,7.0,T
8438,MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,170000.0,77.0,6.0,E
8439,Bomberman Land,Wii,2007,Misc,Rising Star Games,170000.0,57.0,8.0,E
8441,Midway Arcade Treasures,GC,2003,Misc,Midway Games,170000.0,72.0,8.2,T
8442,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,170000.0,62.0,6.4,M
8447,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,170000.0,76.0,6.3,T
8453,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,170000.0,71.0,8.5,E
8454,7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,170000.0,77.0,8.2,T
8455,FlatOut,XB,2004,Racing,Empire Interactive,170000.0,71.0,8.2,T
8462,Blood Bowl,X360,2009,Sports,Focus Home Interactive,160000.0,61.0,5.1,T
8463,Taz Wanted,PS2,2002,Platform,Atari,160000.0,65.0,8.7,E
8464,Far Cry: Primal,PC,2016,Action,Ubisoft,160000.0,74.0,4.8,M
8465,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,160000.0,94.0,8.3,E10+
8466,Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,160000.0,74.0,7.5,E
8470,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,160000.0,75.0,7.8,T
8472,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,160000.0,71.0,4.9,E
8476,Driver: San Francisco,Wii,2011,Racing,Ubisoft,160000.0,64.0,6.2,T
8477,Alien Resurrection,PS,2000,Shooter,Fox Interactive,160000.0,61.0,7.5,M
8478,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,160000.0,68.0,9.0,E
8480,ESPN College Hoops,PS2,2003,Sports,Sega,160000.0,83.0,8.5,E
8481,Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,160000.0,66.0,8.2,T
8483,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,160000.0,25.0,2.5,M
8485,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,160000.0,74.0,8.4,T
8488,Clash of the Titans,X360,2010,Action,Namco Bandai Games,160000.0,42.0,4.1,T
8491,Kya: Dark Lineage,PS2,2003,Adventure,Atari,160000.0,69.0,8.9,T
8492,Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,160000.0,72.0,4.4,T
8496,F1 2011,3DS,2011,Racing,Codemasters,160000.0,59.0,6.8,E
8498,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,160000.0,77.0,6.6,T
8500,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,160000.0,49.0,5.8,E
8503,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,160000.0,53.0,6.1,E10+
8509,Hot Wheels World Race,GC,2003,Racing,THQ,160000.0,59.0,7.0,E
8513,Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,160000.0,49.0,5.9,T
8517,Apache: Air Assault,X360,2010,Simulation,Activision,160000.0,70.0,6.4,T
8518,Aliens: Infestation,DS,2011,Action,Sega,160000.0,76.0,8.2,T
8519,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,160000.0,72.0,6.8,E10+
8520,Angry Birds Trilogy,PS3,2012,Action,Activision,160000.0,66.0,3.7,E
8523,Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,160000.0,66.0,7.3,E10+
8524,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,160000.0,75.0,7.0,T
8525,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,160000.0,45.0,7.4,E10+
8526,True Swing Golf,DS,2005,Sports,Nintendo,160000.0,66.0,7.7,E
8527,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,160000.0,83.0,8.9,M
8532,Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,160000.0,37.0,3.5,E10+
8534,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,160000.0,73.0,2.8,E10+
8537,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,160000.0,81.0,9.2,M
